genre	espece	autorite	statut	id	id_espece
Tubulipora	liliacea	(Pallas, 1766)	t	1025	751
Tubulipora	flabellaris	(Fabricius, 1780)	t	1026	752
Tubulipora	plumosa	W. Thompson in Harmer, 1898	t	1027	753
Tubulipora	lobifera	Hastings, 1963	t	1028	754
Tubulipora	lobulata		t	1029	755
Entalophora	deflexa	(Couch)	f	1030	718
Entalophoroecia	deflexa	(Couch, 1842)	t	1031	718
Berenicea	patina	(Lamark)	f	1032	732
Plagioecia	patina	(Lamark, 1816)	t	1033	732
Berenicea	suborbicularis	(Hincks)	f	1034	756
Eurystrotos	compacta	(Norman, 1866)	t	1035	756
Diplosolen	obelia	(Johnston, 1838)	t	1036	757
Plagioecia	sarniensis	(Norman, 1864)	t	1037	758
Lichenopora	hispida	(Fleming)	f	1038	759
Disporella	hispida	(Fleming, 1828)	t	1039	759
Hornera	lichenoïdes	(Linnaeus)	t	1040	680
Plagioecia	sarniensis	(Norman, 1864)	t	1041	679
Ulva	flexuosa	Wulfen	t	1042	823
Acrochaete	geniculata	(N.L. Gardner) O'Kelly	t	1043	844
Pseudodictyon	geniculatum	N.L. Gardner	f	1044	844
Acrosiphonia	arcta	(Dillwyn) Gain	t	1045	764
Acrosiphonia	centralis	(Lyngbye) Kjellman	f	1046	764
Acrosiphonia	arctiuscula 	(Kützing) Jónsson	t	1047	767
Acrosiphonia	spinescens 	(Kützing) Kjellman	t	1048	768
Blidingia	chadefaudii 	(Feldmann) Bliding	t	1049	770
Enteromorpha	chadefaudii 	Feldmann	f	1050	770
Blidingia	marginata	(J.(J. Agardh) P.J.L. Dangeard ex Bliding	t	1051	771
Enteromorpha	marginata	J. Agardh	f	1052	771
Blidingia	minima 	(Nägeli ex Kützing) Kylin	t	1053	765
Bolbocoleon	piliferum 	N. Pringsheim	t	1054	772
Brachiomonas	submarina 	Bohlin	t	1055	773
Bryopsis	hypnoides 	J. V. Lamouroux	t	1056	774
Bryopsis	plumosa	(Hudson) C. Agardh	t	1057	776
Capsosiphon	fulvescens 	(C. Agardh) Setchell & N.L. Gardner	t	1058	777
Chaetomorpha	aerea 	(Dillwyn) Kützing	t	1059	778
Chaetomorpha	implexa	(Harvey) Feldmann	t	1060	779
Chaetomorpha	melagonium	(F. Weber & D. Mohr) Kützing	t	1061	780
Chlorochytrium	cohnii 	E.P. Wright	t	1062	781
Chlorochytrium	lemnae	Cohn	t	1063	782
Chlorochytrium	willei	Printz	f	1064	782
Cladophora	albida	(Nees) Kutzing	t	1065	843
Cladophora	albida var. Refracta	(Hudson) Kützing, Thuret	f	1066	843
Cladophora	coelothrix	Kützing	t	1067	783
Cladophora	repens	Harvey	f	1068	783
Cladophora	dalmatica	Kützing	t	1069	784
Cladophora	hutchinsiae	(Dillwyn) Kützing	t	1070	760
Cladophora	rectangularis	 (A.W. Griffiths ex Harvey) Harvey 1846	f	1071	760
Cladophora	laetevirens	(Dillwyn) Kützing	t	1072	786
Cladophora	lehmanniana	(Lindenberg) Kützing	t	1073	787
Cladophora	utriculosa	Kützing	f	1074	787
Cladophora	sericea	(Hudson) Kützing	t	1075	788
Cladophora	flexuosa	(Griffiths) Harvey	f	1076	788
Cladophora	hirta	Kützing	f	1077	788
Cladophora	glaucescens	(Griffiths) Harvey	f	1078	788
Cladophora	rudolphiana	(C. Agardh) Harvey	f	1079	788
Cladophora	rupestris	(Linnaeus) Kützing	t	1080	789
Cladophora	rupestris var. Nuda	Holmes & Batters	f	1081	789
Cladophora	pygmaea	Reinke	t	1082	790
Cladophora	pellucida	(Hudson) Kützing	t	1083	791
Cladophora	vagabunda	(Linnaeus) Hoek	t	1084	792
Cladophora	crystallina	(Roth) Kützing	f	1085	792
Cladophora	expansa	(Mertens) Kützing	f	1086	792
Cladophora	liebetruthii	Grunow	t	1087	775
Cladophora	boodleoides	Børgesen 1925: 56-61	f	1088	775
Cladophora	liniformis	Kützing	t	1089	793
Entocladia	wittrockii	Wille	t	1090	794
Ectochaete	wittrockii	Kylin	f	1091	795
Entocladia	viridis	Reinke	t	1092	795
Entocladia	leptochaete	(Huber) Burrows	t	1093	796
Ectochaete	leptochaete	(Huber) Wille	f	1094	796
Derbesia	tenuissima	(Moris & De Notaris) P.L. Crouan & H.M. Crouan	t	1095	798
Derbesia	marina	(Lyngbye) Kjellman	t	1096	799
Codium	vermilara	(Olivi) Chiaje	t	1097	800
Codium	tomentosum	Stackhouse   	t	1098	802
Codium	dichotomum	(Hudson) S.F. Gray (d’après de Reviers)	f	1099	802
Codium	fragile subsp. tomentosoides	(van Goor) P.C. Silva	t	1100	803
Codium	bursa	(Linnaeus) C. Agardh	t	1101	766
Codium	adhaerens	C. Agardh	t	1102	762
Monostroma	obscurum	(Kützing) J. Agardh	t	1103	804
Monostroma	grevillei	(Thuret) Wittrock	t	1104	805
Gomontia	polyrhiza	(Lagerheim) Bornet & Flahault	t	1105	806
Gayralia	oxysperma	(Kützing) K.L. Vinogradova ex Scagel et al.	t	1106	807
Monostroma	oxyspermum	(Kützing) Doty	f	1107	807
Epicladia	flustrae	Reinke	t	1108	808
Rhizoclonium	riparium var. implexum	(Dillwyn) Rosenvinge	t	1109	809
Rhizoclonium	kerneri	Stockmayer	f	1110	809
Rhizoclonium	kochianum	Kützing (pro parte)	f	1111	809
Lola	implexa	(Dillwyn) G. Hamel	f	1112	809
Ulva	lactuca		f	1113	838
Rhizoclonium	riparium	(Roth) Harvey	t	1114	810
Pseudulvella	consociata	Setchell & N.L. Gardner	t	1115	811
Ulothrix	consociata	Wille	f	1116	811
Pseudopringsheimia	confluens	(Rosenvinge) Wille	t	1117	812
Pseudendoclonium	marinum	(Reinke) Aleem & E. Schulz	t	1118	785
Pringsheimiella	scutata	(Reinke) Höhnel ex Marchewianka	t	1119	763
Prasiola	stipitata	Suhr ex Jessen	t	1120	813
Prasiola	calophylla	(Carmichael ex Greville) Kützing	t	1121	814
Prasinocladus	lubricus	Kuckuck	t	1122	815
Phaeophila	dendroides	(P.L. Crouan & H.M. Crouan) Batters	t	1123	797
Percursaria	percursa	(C. Agardh) Rosenvinge	t	1124	816
Ostreobium	quekettii	Bornet & Flahault	t	1125	817
Sykidion	droebakense	Wille	t	1126	818
Rosenvingiella	polyrhiza	(Rosenvinge) P.C. Silva	t	1127	819
Spongomorpha	aeruginosa	(Linnaeus) Hoek	t	1128	820
Spongomorpha	lanosa	(Roth) Kützing	f	1129	820
Ulva	prolifera	O.F. Müller	t	1130	821
Enteromorpha	prolifera	(O.F. Müller)	f	1131	821
Enteromorpha	torta	(Mert.) Reinbold	f	1132	821
Ulva	intestinalis	Linnaeus	t	1133	822
Enteromorpha	intestinalis	(Linné) Link	f	1134	822
Enteromorpha	lingulata	Agardh	f	1135	823
Enteromorpha	flexuosa subsp.pilifera	(Kützing)	f	1136	823
Enteromorpha	flexuosa subsp.flexuosa	Bliding	f	1137	823
Ulva	curvata	(Kützing) De Toni	t	1138	824
Ulva	compressa	Linnaeus	t	1139	825
Enteromorpha	compressa	(Linné) Greville	f	1140	825
Enteromorpha	crinita	(Roth) C. Agardh	f	1141	826
Enteromorpha	clathrata	(Linné) Greville	f	1142	826
Enteromorpha	ramulosa	(J.E. Smith) Hooker	f	1143	826
Ulva	chaetomorphoides	(Børgesen) Hayden, Blomster, Maggs, P.C. Silva, M.J. Stanhope & J.R. Waaland	t	1144	827
Enteromorpha	chaetomorphoides	Børgesen	f	1145	827
Ulva	armoricana	P. Dion, B. de Reviers & G. Coat	t	1146	828
Enteromorpha	robertii-lamii 	Parriaud	t	1147	829
Ulothrix	subflaccida	Wille	t	1148	830
Ulothrix	speciosa	(Carmichael) Kützing	t	1149	831
Urospora	speciosa	(Carmichael) Leblond	f	1150	831
Ulva	paradoxa	C. Agardh	t	1151	832
Enteromorpha	erecta	(Lyngbye)	f	1152	832
Enteromorpha	hopkirkii	(M'Calla) Harvey	f	1153	832
Tellamia	contorta	Batters	t	1154	833
Ulothrix	flacca	(Dillwyn) Thuret	t	1155	834
Ulothrix	pseudoflacca	Wille	f	1156	834
Ulothrix	consociata	Wille	f	1157	834
Urospora	kornmannii	Berger-Perrot	t	1158	761
Urospora	curvata	(Printz) Kornmann	t	1159	835
Uronema	curvata	Printz	f	1160	835
Umbraulva	olivascens	(Dangeard) Bae & I.K. Lee	t	1161	836
Ulva	olivascens	P.J.L. Dangeard	f	1162	836
Ulvella	setchellii	P. Dangeard	t	1163	801
Ulvella	lens	P.L. Crouan & H.M. Crouan	t	1164	837
Ochlochaete	lentiformis	Huber	f	1165	837
Ulva	rotundata	Bliding	t	1166	838
Ulva	rigida	C. Agardh	t	1167	839
Urospora	penicilliformis	(Roth) Areschoug	t	1168	840
Urospora	mirabilis	Areschoug	f	1169	840
Urospora	wormskioldii	(Mertens ex Hornemann) Rosenvinge	t	1170	841
Ulva	linza	(Linné) J. Agardh	t	1171	842
Ulva	clathrata	(Roth) C. Agardh	t	1172	826
Ulva	procera var roscoffensis	(Baudrimont, 1960)	t	1173	769
Enteromorpha	ahlneriana var. roscoffensis	Baudrimont, 1960	f	1174	769
Eugyra	arenosa	(Alder & Hancock, 1848)	t	1175	848
Molgula	bleizi	(Lacaze-Duthiers, 1877)	t	1176	849
Molgula	citrina	Alder & Hancock, 1848	t	1177	850
Molgula	complanata	Alder & Hancock, 1870	t	1178	853
Molgula	manhattensis	(De Kay, 1843)	t	1179	854
Molgula	occulta	Kupffer, 1875	t	1180	855
Molgula	occulata	Forbes, 1848	t	1181	847
Molgula	solenata	(Lacaze-Duthiers, 1877)	t	1182	852
Bolteniopsis	prenanti	Harant, 1927	t	1183	858
Pyura	savignyi	(Philippi)	f	1184	856
Pyura	microcosmus	(Savigny, 1816)	t	1185	856
Pyura	morus		f	1186	856
Cynthia	morus		f	1187	856
Ascidia	morus		f	1188	856
Pyura	squamulosa	(Alder, 1863)	t	1189	857
Pyura	tessellata	(Forbes, 1848)	t	1190	869
Halocynthia	papillosa	(Linnaeus, 1767)	t	1191	851
Microcosmus	claudicans	(Savigny, 1816)	t	1192	859
Styela	partita	(Stimpson, 1852)	f	1193	870
Styela	canopus	(Savigny, 1816)	t	1194	870
Styela	coriacea	(Alder & Hancock, 1848)	t	1195	871
Polycarpa	gracilis	Heller, 1877	t	1196	845
Polycarpa	pomaria	(Savigny, 1816)	t	1197	872
Stolonica	socialis	Hartmeyer, 1803	t	1198	874
Dendrodoa	grossularia	(Van Beneden, 1846)	t	1199	876
Distomus	variolosus	Gaertner, 1774	t	1200	877
Botryllus	schlosseri	(Pallas, 1766)	t	1201	875
Botrylloides	leachi	(Savigny, 1816)	f	1202	878
Botrylloides	leachii	(Savigny, 1816)	t	1203	878
Corella	parallelogramma	(Müller, 1776)	t	1204	860
Ascidia	conchilega	Moeller, 1842	t	1205	846
Ascidia	mentula	Müller, 1776	t	1206	873
Ascidia	obliqua	Alder, 1863	t	1207	861
Ascidia	prunum	Müller, 1776	t	1208	862
Ascidia	virginea	Müller, 1776	t	1209	879
Ascidia	aspersa	(Müller, 1776)	t	1210	881
Ascidiella	scabra	(Müller, 1776)	t	1211	880
Phallusia	fumigata var. Chloroea	Grube, 1864	f	1212	863
Phallusia	fumigata	Grube, 1864	t	1213	863
Ciona	intestinalis	(Linnaeus, 1758)	t	1214	883
Diazona	violacea	Savigny, 1816	t	1215	882
Perophora	listeri	Wiegman, 1835	t	1216	884
Clavelina	lepadiformis	(Müller, 1776)	t	1217	885
Clavelina	nana	Lahille, 1890	t	1218	886
Distaplia	rosea	Della Valle, 1881	t	1219	864
Trididemnum	tenerum	(Verrill, 1871)	t	1220	887
Trididemnum	niveum	(Giard, 1872)	f	1221	888
Trididemnum	cereum	(Giard, 1872)	t	1222	888
Didemnum	niveum	(Giard, 1872)	f	1223	888
Didemnum	candidum	Savigny, 1813	t	1224	865
Didemnum	fulgens	Milne-Edwards, 1841	t	1225	889
Didemnum	lahillei	Hartmeyer, 1909	t	1226	890
Didemnum	maculosum	(Milne-Edwards, 1841)	t	1227	891
Lissoclinum	perforatum	(Giard, 1872)	t	1228	892
Didemnum	perforatum	(Giard, 1872)	f	1229	892
Didemnum	perspicuum	Giard, 1873	t	1230	893
Didemnum	maculosum	(Milne-Edwards, 1841)	t	1231	866
Leptoclinum	tridentatum	Drasche, 1883	f	1232	866
Didemnum	dentatum	Della Valle	f	1233	866
Polysyncraton	lacazei	Giard, 1872	t	1234	894
Diplosoma	listerianum	(Milne-Edwards, 1841)	t	1235	895
Diplosoma	gelatinosum	(Milne-Edwards, 1841)	f	1236	895
Polyclinum	aurantium	Milne-Edwards, 1841	t	1237	896
Morchellium	argus	Milne-Edwards	t	1238	897
Aplidium	coeruleum	Sluiter, 1906	t	1239	867
Aplidium	pallidum	(Verrill, 1871)	t	1240	898
Amaroucium	densum	(Giard, 1872)	f	1241	899
Aplidium	densum	(Giard, 1872)	t	1242	899
Amaroucium	nordmanni	Milne-Edwards, 1841	f	1243	900
Aplidium	nordmanni	(Milne-Edwards, 1841)	t	1244	900
Amaroucium	punctum	Giard, 1873	f	1245	901
Aplidium	punctum	(Giard, 1873)	t	1246	901
Sydnium	turbinatum	(Savigny, 1816)	f	1247	902
Aplidium	turbinatum	(Savigny, 1816)	t	1248	902
Fragarium	elegans	(Giard, 1872)	f	1249	903
Sydnium	elegans	(Giard, 1872)	f	1250	903
Aplidium	elegans	(Giard, 1872)	t	1251	903
Oikopleura	dioica	Fol, 1872	t	1252	868
Antedon	bifida	(Pennant, 1777)	t	1253	906
Astropecten	irregulairs	(Pennant, 1777)	t	1254	904
Asterina	gibbosa	(Pennant, 1777)	t	1255	907
Anseropoda	membranacea	Nardo, 1834	t	1256	908
Solaster	papposus	Linnaeus, 1767	f	1257	909
Crossaster	papposus	(Linnaeus, 1767)	t	1258	909
Echinaster	sepositus	Tetzius, 1805	t	1259	910
Henricia	sanguinolenta	(O.F. Müller, 1776)	t	1260	911
Stichastrella	rosea	(O.F. Müller, 1776)	t	1261	912
Luidia	ciliaris	(Philippi, 1836)	t	1262	917
Asterias	rubens	Linnaeus, 1758	t	1263	913
Marthasterias	glacialis	(Linnaeus, 1758)	t	1264	914
Ophiothrix	fragilis	(Abildgaard, 1789)	t	1265	920
Ophiocomina	nigra	(Abildgaard, in O.F. Müller, 1789)	t	1266	921
Ophiopsila	aranea	Forbes, 1843	t	1267	922
Acrocnida	brachiata	(Montagu, 1804)	t	1268	905
Amphipholis	squamata	(Delle Chiaje, 1828)	t	1269	923
Ophiactis	balli	(W. Thomson, 1840)	t	1270	924
Ophiura	textura	(Linnaeus, 1758)	f	1271	925
Ophiura	ophiura	(Linnaeus, 1758)	t	1272	925
Ophiura	albida	Forbes, 1839	t	1273	926
Psammechinus	miliaris	(P.L.S. Müller, 1771)	t	1274	927
Echinus	esculentus	Linnaeus, 1758	t	1275	928
Echinus	acutus	de Lamarck, 1816	t	1276	929
Paracentrotus	lividus	(de Lamarck, 1816)	t	1277	915
Sphaerechinus	granularis	(de Lamarck, 1816)	t	1278	916
Echinocyamus	pusillus	(O.F. Müller, 1776)	t	1279	930
Spatangus	purpureus	(O.F. Müller, 1776)	t	1280	931
Echinocardium	cordatum	(Pennant, 1777)	t	1281	919
Holothuria (Panningothuria)	forskali	Delle Chiaje, 1823	t	1282	932
Cucumaria	saxicola	Brady & Robertson, 1871	f	1283	933
Pawsonia	saxicola	(Brady & Robertson, 1871)	t	1284	933
Cucumaria	lefevrei	Barrois, 1882	f	1285	934
Aslia	lefevrei	(Barrois, 1882)	t	1286	934
Cucumaria	lactea	(Forbes, 1839)	f	1287	935
Ocnus	lacteus	(Forbes & Goodsir, 1839)	t	1288	935
Cucumaria	planci	Von Marenzeller	f	1289	936
Ocnus	planci	(Brandt, 1835)	t	1290	936
Thyone	roscovita	Hérouard, 1890	t	1291	937
Thyone	fusus	(O.F. Müller, 1776)	t	1292	938
Labidoplax	digitata	(Montagu, 1815)	t	1293	939
Leptosynapta	inhaerens	(O.F. Müller, 1776)	t	1294	940
Leptosynapta	cruenta	Cherbonnier, 1953	t	1295	941
Leptosynapta	galliennei	(Herapath, 1865)	f	1296	942
Leptosynapta	galliennii	(Herapath, 1865)	t	1297	942
Leptosynapta	minuta	(Becher, 1906)	t	1298	918
Zanardinia	typus	(Nardo) G. Furnari in Furnari, Cormacio & Serio	t	1299	957
Zanardinia	prototypus	(Nardo) Nardo 1841	f	1300	957
Arthrocladia	villosa	(Hudson) Duby	t	1301	959
Desmarestia	aculeata	(Linnaeus) J.V. Lamouroux	t	1302	953
Desmarestia	dudresnayi (dresnayi AB)	Lamouroux	t	1303	960
Desmarestia	ligulata	Lamouroux	t	1304	961
Desmarestia	 viridis	(O.F. Müller) Lamouroux	t	1305	962
Dictyopteris	polypodioides	(A.P. de Candolle) Lamouroux	t	1306	963
Dictyopteris	membranacea	(Stackhouse) Batters 1902	f	1307	963
Dictyota	dichotoma	(Hudson) Lamouroux	t	1308	964
Dictyota	spiralis	Montagne	t	1309	965
Dilophus	spiralis	(Montagne) G. Hamel 1939	f	1310	965
Padina	pavonica	(Linnaeus) Thivy in Taylor	t	1311	967
Padina	pavonia	J.V. Lamouroux 1816	f	1312	967
Taonia	atomaria	(Woodward) Agardh	t	1313	968
Ectocarpus	fasciculatus	Harvey	t	1314	969
Ectocarpus	siliculosus	(Dillwyn) Lyngbye	t	1315	972
Ectocarpus	variabilis	Vickers	t	1316	973
Kuckuckia	spinosa	(Kützing) Kornmann Kuckuck	t	1317	974
Acinetospora	crinita	(Carmichael) Sauvageau	t	1318	975
Feldmannia	irregularis	(Kützing) Hamel	t	1319	976
Feldmannia	kjellmanii	Kylin	t	1320	977
Feldmannia	lebelii	(Arescoug ex Crouan & Crouan) Hamel	t	1321	954
Feldmannia	paradoxa	(Montagne) Hamel	t	1322	947
Feldmannia	globifera	(Kützing) Hamel 1939: xvii, 67   	f	1323	947
Feldmannia	simplex	(Crouan & Crouan) Hamel	t	1324	978
Hincksia	granulosa	(Smith) Silva in Silva, Menez & Moe 1987. 130:5	t	1325	979
Giffordia	granulosa	(J.E. Smith) G. Hamel 1939	f	1326	979
Hincksia	hincksiae	(Harvey) Silva in Silva, Menez & Moe	t	1327	980
Giffordia	hincksiae	(Harvey) G. Hamel 1939 	f	1328	980
Hincksia	intermedia	(Rosenvinge) Silva in Silva, Menez & Moe	t	1329	981
Giffordia	intermedia	(Rosenvinge) Lund 	f	1330	981
Hincksia	ovata	(Kjellman) Silva in Silva, Menez & Moe	t	1331	982
Giffordia	ovata	(Kjellman) Kylin 1947	f	1332	982
Hincksia	sandriana	(Zanardini) Silva in Silva, Menez & Moe	t	1333	983
Giffordia	sandriana	(Zanardini) G. Hamel 1939	f	1334	983
Hincksia	secunda	(Kützing) Silva in Silva, Menez & Moe	t	1335	984
Giffordia	secunda	(Kützing) Batters 1892	f	1336	984
Pylaiella	littoralis	(Linnaeus) Kjellman	t	1337	985
Streblonema	deformans	(Dangeard) Hamel	t	1338	986
Streblonema	fasciculatum	Thuret	t	1339	987
Streblonema	maculans	(Hamel) South & Tittley	t	1340	988
Entonema	maculans	(P.A. Dangeard) G. Hamel.	f	1341	988
Streblonema	parasiticum	(Sauvageau) Levring	t	1342	944
Entonema	parasiticum	(Sauvageau) G. Hamel	f	1343	944
Colpomenia	peregrina	(Sauvageau) Hamel	t	1344	970
Petalonia	fascia	(Müller) Kuntze	t	1345	991
Petalonia	filiformis	(Batters) Kuntze	t	1346	949
Petalonia	zosterifolia	(Reinke) Kuntze	t	1347	950
Scytosiphon	dotyi	Wynne	t	1348	951
Scytosiphon	lomentaria	(Lyngbye) Link	t	1349	992
Sorapion	simulans	Kuckuck	t	1350	993
Stragularia	clavata	(Harvey) Hamel	t	1351	994
Ralfsia	clavata	(Harvey) P.L. Crouan & H.M. Crouan 1852.	f	1352	994
Asperococcus	compressus	Griffiths ex Hooker	t	1353	995
Haloglossum	compressum	(A.W. Griffiths ex W.J. Hooker) G. Hamel 193.	f	1354	995
Asperococcus	fistulosus	(Hudson) Hooker	t	1355	996
Chiton	cajetanus	Poli, 1791	f	1356	1093
Asperococcus	echinatus	(Mertens in Roth) Greville 1830.	f	1357	996
Asperococcus	turneri	(Dillwyn ex Smith) Hooker	t	1358	997
Asperococcus	bullosus	J.V. Lamouroux 1813 : 277, pl. 12 : fig. 5	f	1359	997
Chilionema	hispanicum	(Sauvageau) Fletcher	t	1360	998
Ascocyclus	hispanicus	Sauvageau</i> 1897 : 274, figs 26, 27.	f	1361	998
Chilionema	ocellatum	(Kützing) Kornmann Kuckuck	t	1362	999
Cladosiphon	zosterae	(Agardh) Kylin	t	1363	1000
Castanea	zosterae	(J. Agardh) Thuret	f	1364	1000
Clathrodiscus	mandoulii	(Sauvageau) Hamel	t	1365	1001
Climacosorus	mediterraneus	Sauvageau	t	1366	1002
Dictyosiphon	ekmani	Areschoug	t	1367	1003
Dictyosiphon	foeniculaceus	(Hudson) Greville	t	1368	1004
Elachista	flaccida	(Dillwyn) Fries	t	1369	1005
Elachista	flaccida	(Dillwyn) Areschoug	f	1370	1005
Elachista	fucicola	(Velley) Areschoug	t	1371	1006
Elachista	scutulata	(Smith) Duby	t	1372	1007
Eudesme	virescens	(Carmichael ex Harvey in Hook) Agardh	t	1373	1008
Giraudia	sphacelarioides	Derbès & Solier in Castagne	t	1374	1009
Halothrix	lumbricalis	(Kützing) Reinke	t	1375	1010
Hecatonema	maculans	(Collins) Sauvageau	t	1376	1011
Herponema	desmarestiae	(Gran) Cardinal	t	1377	1012
Herponema	solitarium	(Sauvageau) Hamel	t	1378	1013
Herponema	velutinum	(Greville) Agardh	t	1379	1014
Isthmoplea	sphaerophora	(Carmichael ex Harvey) Kjellman	t	1380	948
Kuetzingiella	battersii	(Bornet in Sauvageau) Kornmann in Kuckuck	t	1381	955
Laminariocolax	tomentosoides	(Farlow) Kylin	t	1382	952
Leblondiella	densa	(Batters) Hamel 1939: xl	t	1383	1015
Leptonematella	fasciculata	(Reinke) Silva	t	1384	1016
Leptonema	fasciculatum	Reinke 1888.	f	1385	1016
Liebmannia	leveillei 	Agardh	t	1386	966
Litosiphon	laminariae	(Lyngbye) Harvey	t	1387	1019
Mesogloia	vermiculata	(Smith) Gray	t	1388	1020
Myrionema	polycladium	Sauvageau 1897	f	1390	1021
Myriactula	arabica	(Küntzing) Feldmann	t	1391	1022
Myriactula	areschougii	(Crouan & Crouan) Hamel	t	1392	1023
Myriactula	stellulata	(Harvey) Levring	t	1393	1025
Myriactula	vlastae	Feldmann	t	1394	1026
Myriocladia	lovenii	Agardh	t	1395	1027
Myrionema	corunnae	Sauvageau	t	1396	1028
Myrionema	feldmannii	Loiseaux	t	1397	1029
Myriactula	pulvinata	(Küntzing) Kuntze	t	1398	1024
Myrionema	magnusii	(Sauvageau) Loiseaux	t	1399	1030
Ascocyclus	magnusii	Sauvageau	f	1400	1030
Myrionema	papillosum	Sauvageau	t	1401	1031
Myrionema	strangulans	Carmichael ex Greville	t	1402	1032
Myriotrichia	clavaeformis	Harvey in Hooker	t	1403	1034
Petrospongium	berkeleyi	(Greville) Nägeli ex Kützing	t	1404	989
Phaeostroma	pustulosum	Kuckuck in Reinbold	t	1405	990
Entonema	aequale	(Oltmanns) Kylin 1947	f	1406	990
Phycocelis	crouanorum	Athanasiadis	t	1407	1035
Chilionema	reptans	(P. et H. Crouan) Sauvageau	f	1408	1035
Phycocelis	foecunda	Strömfelt	t	1409	1036
Ascocyclus	sphaerophorus	Sauvageau 1897.	f	1410	1036
Protectocarpus	speciosus	(Børgesen) Kuckuck ex Kornmann	t	1411	1037
Punctaria	crispata	(Kützing) Batters	t	1412	1038
Punctaria	latifolia	Greville	t	1413	1039
Punctaria	hiemalis	Kylin 1907	f	1414	1039
Sauvageaugloia	griffithsiana	(A.W. Griffiths ex Harvey) G. Hamel ex Kylin	t	1415	1040
Spermatochnus	paradoxus	(Roth) Kützing	t	1416	1041
Spongonema	tomentosum	(Hudson) Kützing	t	1417	1042
Herponema	luteolum	(Sauvageau) G. Hamel	f	1418	1042
Stictyosiphon	adriaticus	Kützing	t	1419	945
Stictyosiphon	griffithsianus	(Le Jolis) Holmes & Batters	t	1420	1043
Stictyosiphon	soriferus	(Reinke) Rosenvinge in Rosenvinge & Lund	t	1421	1044
Stictyosiphon	subarticulatus	(Areschoug) Hauck	f	1422	1044
Stilophora	tenella	(Esper) Silva, Basson & Moe	t	1423	1045
Stilophora	rhizodes	Turner Agardh	f	1424	1045
Striaria	attenuata	(Agardh) Greville	t	1425	1046
Ascophyllum	nodosum	(Linnaeus) Le Jolis	t	1426	1049
Fucus	ceranoides	Linnaeus	t	1427	1050
Fucus	cottonii	Wynne & Magne	t	1428	1051
Fucus	muscoides	(A.D. Cotton) Feldmann & Magne, nom. Illeg. 1964.	f	1429	1051
Fucus	serratus	Linnaeus 1753: 1158	t	1430	1052
Fucus	spiralis	Linnaeus	t	1431	958
Fucus	vesiculosus	Linnaeus	t	1432	1053
Pelvetia	canaliculata	(Linnaeus) Decaisne & Thuret	t	1433	1054
Himanthalia	elongata	(Linnaeus) Gray	t	1434	1055
Bifurcaria	bifurcata	Ross	t	1435	946
Bifurcaria	rotunda	(Hudson) Papenfuss, excl. Syn. 1950.	f	1436	946
Cystoseira	baccata	(Gmelin) Silva	t	1437	1056
Cystoseira	foeniculacea	(Linnaeus) Greville	t	1438	1057
Cystoseira	humilis var. myriophylloides	(Sauvageau) Price & John in Price, John, Lawson	t	1439	1058
Cystoseira	myriophylloides	Sauvageau 1912	f	1440	1058
Cystoseira	nodicaulis	(Withering) Roberts	t	1441	1059
Cystoseira	granulata	Agardh 1820.	f	1442	1059
Cystoseira	tamariscifolia	(Hudson) Papenfuss	t	1443	1060
Halidrys	siliquosa	(Linnaeus) Lyngbye	t	1444	1033
Sargassum	muticum	(Yendo) Fensholt	t	1445	1061
Chorda	filum	(Linnaeus) Stackhouse	t	1446	1062
Halosiphon	tomentosus	(Lyngbye) Jaasund	t	1447	1063
Chorda	tomentosa	Lyngbye	f	1448	1063
Saccorhiza	polyschides	(Lightfoot) Batters	t	1449	1064
Alaria	esculenta	(Linnaeus) Greville	t	1450	1065
Laminaria	hyperborea	(Gunnerus) Foslie	t	1451	971
Laminaria	ochroleuca	Bachelot de la Pylaie	t	1452	1047
Saccharina	latissima	(Linnaeus) C.E. Lane, C. Mayes, Druehl & G.W. Saunders	t	1453	1067
Laminaria	saccharina	(Linnaeus) J.V. Lamouroux 1813: 42	f	1454	1067
Pseudolithoderma	extensum	(Crouan & Crouan) Lund	t	1455	1068
Lithoderma	extensum	(P.L. Crouan & H.M. Crouan) G. Hamel 1935.	f	1456	1068
Ralfsia	verrucosa	(Areschoug) Areschoug in Fries	t	1457	1069
Cladostephus	spongiosus	(Hudson) Agardh	t	1458	1070
Halopteris	filicina	(Grateloup) Kützing	t	1459	1071
Sphacelaria	cirrosa	(Roth) Agardh	t	1460	1073
Sphacelaria	hystrix	 Suhr	f	1461	1073
Sphacelaria	bipinnata	(Kützing). 	f	1462	1073
Sphacelaria	fusca	(Hudson) Gray	t	1463	1074
Sphacelaria	nana	Nägeli ex Kützing	t	1464	1075
Sphacelaria	britannica	Sauvageau 1901	f	1465	1075
Sphacelaria	plumula	Zanardini	t	1466	1076
Sphacelaria	radicans	(Dillwyn) Harvey	t	1467	1077
Sphacelaria	rigidula	Kützing	t	1468	1018
Sphacelaria	furcigera	Kützing 1855	f	1469	1018
Carpomitra	cabrerae	(Clemente) Kützing, typ. cons. 1843	t	1470	1079
Carpomitra	costata	(Stackhouse) Batters 1902: 46	f	1471	1079
Sporochnus	pedunculatus	(Hudson) Agardh	t	1472	1080
Tilopteris	mertensi	(Turner) Kützing	t	1473	1081
