id	date	id_biotope	id_station	nom_observateur	pages_citation	abondance	densite	reproduction	altitude_profondeur	id_moderecolte	id_typerecolte	remarques	valide	id_espece	id_nomespece	owner	desc_biotope	id_biblio
9238		64	405		p 118				20-40 m	2	8		t	1385		houbin	maerl	54
9241		64	405		p 128				20-40 m	2	8		t	1414		houbin	maerl	54
9242		64	469		p 128				20-40 m	2	8		t	1414		houbin	maerl	54
9243		64	347		p 128				20-40 m	2	8		t	1414		houbin	maerl	54
9244		64	264		p 151				20-40 m	2	8		t	1444		houbin	maerl	54
9245		64	264		p 135					2	8		t	1470		houbin	maerl	54
9246		64	383		p 135					2	8		t	1470		houbin	maerl	54
6235		254	582		p 331					4	1	accouplement au printemps jusq'en juillet et août. ponte constituée d'oeufs collés et réunis en petits amas dans les fissures étroites des rochers	t	1367		houbin	Non renseigné	114
9248		64	347		p 135					2	8		t	1470		houbin	maerl	54
9249		64	469		p 135					2	8		t	1470		houbin	maerl	54
9250		64	405		p 135					2	8		t	1470		houbin	maerl	54
9251		185	160		p 33					1	1		t	1273		houbin	dans le sable fin de la plage	91
9253		37	497		p 601				90-100 m	2	8		t	1328		houbin	sur les Hydraires	150
9254		220	195		p 87	abondant				2	8		t	1193		houbin	dans le vase pure	164
9255		272	228		p 600					2	8		t	1192		houbin	dans les sables fins	150
9257		85	201		p 17	gisement assez étendu				4	1		t	1474		houbin	dans le sable plus ou moins vaseux des herbiers	103
9258		85	148		p 17					4	1		t	1474		houbin	dans le sable plus ou moins vaseux des herbiers	103
9259		203	224		p 230					4	1		t	1091		houbin	sur la vase sableuse desséchée en morte eau	204
6468		254	534	et al.	p 9					4	1		t	1126		houbin	Non renseigné	49
6233		254	307	JOYEUX-LAFFUIE, août 1881	p 236	assez nombreux				4	1		t	1367		houbin	Non renseigné	114
6234		254	465		p 236	abondant				4	1		t	1367		houbin	Non renseigné	114
6236		254	462		p 585					4	1		t	1367		houbin	Non renseigné	150
6243		254	264	et al.	p 18					2	8		t	1158		houbin	Non renseigné	49
6244		254	323	et al.	p 24					4	1		t	1219		houbin	Non renseigné	49
6245		254	148		p 35					4	1		t	1230		houbin	Non renseigné	54
6248		254	589		p 234					4	1		t	1282		houbin	Non renseigné	228
6250		254	462	collection du Laboratoire de Roscoff	p 6					4	1		t	1367		houbin	Non renseigné	54
6251		254	206		p 6					4	1		t	1367		houbin	Non renseigné	54
6239		254	582		p 176					4	1		t	1127		houbin	Non renseigné	50
6241		254	582		p 167					4	1		t	1092		houbin	Non renseigné	50
6242		254	582		p 264					4	1	$ Addition	t	1154		houbin	Non renseigné	112
6246		254	582		p 170					4	1		t	1206		houbin	Non renseigné	56
6258		254	469		p 140				20-40 m	2	8		t	1468		houbin	Non renseigné	54
6260		254	323		p 140					4	1		t	1467		houbin	Non renseigné	54
6267		254	420	Vlès	p 102					4	1		t	1098		houbin	Non renseigné	54
6268		254	83		p 102					4	1		t	1098		houbin	Non renseigné	54
6269		254	405		p 136					4	1		t	1098		houbin	Non renseigné	87
6273		254	390		p 5					4	1		t	1098		houbin	Non renseigné	49
6274		254	79		p 5					4	1		t	1098		houbin	Non renseigné	49
6278		254	405		p 131				20-40 m	2	8		t	1426		houbin	Non renseigné	54
6281		254	589		p 136					4	1		t	1100		houbin	Non renseigné	87
128		254	582	DAUVIN	p. 6	présent				2	7	densité : 1 à 2 individus au m2	t	136	397	houbin	Non renseigné	242
129		254	582	DAUVIN	p. 6	présent				2	7		t	136	397	houbin	Non renseigné	242
130		254	582	DAUVIN	p. 6	abondant			18 m	2	7	90 à 270 individus au m2	t	216	398	houbin	Non renseigné	242
131		254	582	DAUVIN	p. 6	présent				2	7	1 exemplaire récolté	t	216	398	houbin	Non renseigné	242
132		254	582	DAUVIN	p. 6	présent				2	7	1 exemplaire récolté	t	216	398	houbin	Non renseigné	242
133		254	582	DAUVIN	p. 6	abondant			18 m	2	7	1 à 50 individus au m2	t	279	399	houbin	Non renseigné	242
134		254	582	DAUVIN	p. 6	présent				2	7	4 exemplaires récoltés	t	279	399	houbin	Non renseigné	242
6299		254	410		p 5					4	1		t	1102		houbin	Non renseigné	49
6301		254	370		p 98					4	1		t	1103		houbin	Non renseigné	54
6304		254	517		p 98					4	1		t	1103		houbin	Non renseigné	54
6305		254	323		p 98					4	1		t	1103		houbin	Non renseigné	54
6306		254	589		p 98					4	1		t	1103		houbin	Non renseigné	54
6324		254	323		p 94					4	1		t	1114		houbin	Non renseigné	54
6331		254	355		pp 132, 154, 17					4	1		t	1089		houbin	Non renseigné	166
6333		254	589		p 136					4	1		t	1089		houbin	Non renseigné	87
6339		254	517	Prenant	p 7					4	1	parasité par Cercaria patellae Lebour dans l'hépatopancréas	t	1089		houbin	Non renseigné	49
6344		254	522		p 100					4	1		t	1511		houbin	Non renseigné	54
6345		254	206		p 100					4	1		t	1511		houbin	Non renseigné	54
6346		254	462		p 100					4	1		t	1511		houbin	Non renseigné	54
6348		254	589		p 136					4	1		t	1511		houbin	Non renseigné	87
6350		254	517		p 100					4	1		t	1511		houbin	Non renseigné	54
6351		254	589		p 100					4	1		t	1511		houbin	Non renseigné	54
6355		254	405		p 100					4	1	coquilles mortes	t	1511		houbin	Non renseigné	54
6378		254	517		p 8					4	1		t	1105		houbin	Non renseigné	49
6381		254	589		p 136					4	1		t	1106		houbin	Non renseigné	87
6382		254	148		p 94					4	1		t	1106		houbin	Non renseigné	54
6383		254	522		p 94					4	1		t	1106		houbin	Non renseigné	54
6384		254	410		p 94					4	1		t	1106		houbin	Non renseigné	54
6385		254	462	Pérez	p 94					4	1		t	1106		houbin	Non renseigné	54
6386		254	323	Rougeul	p 94					4	1		t	1106		houbin	Non renseigné	54
6387		254	71		p 8					4	1		t	1106		houbin	Non renseigné	49
6390		254	83		p 8					4	1		t	1106		houbin	Non renseigné	49
6392		254	405		p 95					4	1		t	1107		houbin	Non renseigné	54
6393		254	383		p 95					4	1		t	1107		houbin	Non renseigné	54
6394		254	347		p 95					4	1		t	1107		houbin	Non renseigné	54
6395		254	383		p 95					4	1		t	1090		houbin	Non renseigné	54
6396		254	347		p 95					4	1		t	1090		houbin	Non renseigné	54
6398		254	405		p 95					4	1		t	1090		houbin	Non renseigné	54
6400		254	277		p 8					4	1		t	1090		houbin	Non renseigné	49
6415		254	589		p 340					4	1	ponte d'oeufs libres en observée fin juillet et début août	t	1114		houbin	Non renseigné	231
6416		254	83		p 94					4	1		t	1114		houbin	Non renseigné	54
6417		254	517		p 94					4	1		t	1114		houbin	Non renseigné	54
6418		254	347		p 94					4	1		t	1114		houbin	Non renseigné	54
6442		254	534		p 11					4	1		t	1124		houbin	Non renseigné	49
6443		254	329		p 11					4	1		t	1124		houbin	Non renseigné	49
6597		254	83		p 56					4	1		t	1158		houbin	Non renseigné	54
6447		254	355		p 174					4	1		t	1125		houbin	Non renseigné	166
6457		254	589		p 136					4	1		t	1126		houbin	Non renseigné	87
6469		254	148		p 89					4	1		t	1127		houbin	Non renseigné	54
6470		254	522		p 89					4	1		t	1127		houbin	Non renseigné	54
6471		254	83		p 89					4	1		t	1127		houbin	Non renseigné	54
6473		254	206		p 89					4	1		t	1127		houbin	Non renseigné	54
6576		254	323		p 8					4	1		t	1313		houbin	Non renseigné	54
6498		254	589		p 136					4	1		t	1129		houbin	Non renseigné	87
6503		254	325		p 49					4	1		t	1150		houbin	Non renseigné	48
6508		254	325		p 48					4	1		t	1129		houbin	Non renseigné	48
6520		254	355		p 174					4	1		t	1145		houbin	Non renseigné	166
6525		254	493		p 11					4	1		t	1145		houbin	Non renseigné	49
6532		254	589		p 274					4	1		t	1146		houbin	Non renseigné	162
6535		254	83		p 85					4	1		t	1150		houbin	Non renseigné	54
6537		254	71		p 85					4	1		t	1150		houbin	Non renseigné	54
6538		254	522		p 85					4	1		t	1150		houbin	Non renseigné	54
6539		254	148		p 86					4	1		t	1150		houbin	Non renseigné	54
6540		254	206		p 85					4	1		t	1150		houbin	Non renseigné	54
6541		254	323		p 85					4	1		t	1150		houbin	Non renseigné	54
6542		254	425		p 85					4	1		t	1150		houbin	Non renseigné	54
6543		254	589		p 136					4	1		t	1150		houbin	Non renseigné	87
6544		254	148		p 86					4	1		t	1150		houbin	Non renseigné	54
6545		254	355	et al.	p 12					4	1		t	1150		houbin	Non renseigné	49
6547		254	410	et al.	p 12					4	1		t	1150		houbin	Non renseigné	49
6549		254	517	et al.	p 12					4	1		t	1150		houbin	Non renseigné	49
6550		254	462	et al.	p 12					4	1		t	1150		houbin	Non renseigné	49
6551		254	148		p 85					4	1		t	1150		houbin	Non renseigné	54
6552		254	83		p 536, pl. 3 fi	assez commun				4	1	la morphologie de la protoconque de cette espèce, très différente de celle de B. reticulatum laisse envisager une autre espèce plutôt qu'une variété	t	1151		houbin	Non renseigné	163
6553		254	29		p 4					4	1		t	1151		houbin	Non renseigné	25
6555		254	442		p 4					4	1		t	1151		houbin	Non renseigné	25
6556		254	394		p 4					4	1		t	1151		houbin	Non renseigné	25
6559		254	522		p 48					4	1		t	1152		houbin	Non renseigné	54
6563		254	589		p 135					4	1		t	1152		houbin	Non renseigné	87
6564		254	71		p 19					4	1		t	1152		houbin	Non renseigné	49
6565		254	329		p 19					4	1		t	1152		houbin	Non renseigné	49
6572		254	148		p 48					4	1		t	1152		houbin	Non renseigné	54
6573		254	206		p 48					4	1		t	1152		houbin	Non renseigné	54
6577		254	264		p 52					4	1		t	1155		houbin	Non renseigné	54
6578		254	79		p 52					4	1		t	1155		houbin	Non renseigné	54
6579		254	589		p 135					4	1		t	1155		houbin	Non renseigné	87
6580		254	355		p 174					4	1		t	1155		houbin	Non renseigné	166
6582		254	202		p 52					4	1		t	1155		houbin	Non renseigné	54
6583		254	329	collection du Laboratoire de Roscoff	p 51					4	1		t	1155		houbin	Non renseigné	54
6584		254	160		p 52					4	1		t	1155		houbin	Non renseigné	54
6593		254	264		p 57					4	1		t	1158		houbin	Non renseigné	54
6594		254	355		p 57					4	1		t	1158		houbin	Non renseigné	54
6595		254	582		p 58					4	1		t	1158		houbin	Non renseigné	54
6596		254	355		p 57					4	1		t	1158		houbin	Non renseigné	54
6598		254	456		p 56					4	1		t	1158		houbin	Non renseigné	54
6599		254	264		p 56					4	1		t	1158		houbin	Non renseigné	54
6600		254	355		p 56					4	1		t	1158		houbin	Non renseigné	54
6601		254	582		p 56					4	1		t	1158		houbin	Non renseigné	54
6603		254	160		p 57					4	1		t	1158		houbin	Non renseigné	54
6604		254	36		p 57					4	1		t	1158		houbin	Non renseigné	54
6605		254	310	Vlès	p 56					4	1		t	1158		houbin	Non renseigné	54
6606		254	178		p 58					4	1		t	1158		houbin	Non renseigné	54
6607		254	517		p 56					4	1		t	1158		houbin	Non renseigné	54
6608		254	178		p 57					4	1		t	1158		houbin	Non renseigné	54
6609		254	206		p 57					4	1		t	1158		houbin	Non renseigné	54
6610		254	416		p 56					4	1		t	1158		houbin	Non renseigné	54
6611		254	522		p 57					4	1		t	1158		houbin	Non renseigné	54
6613		254	323		p 56					4	1		t	1158		houbin	Non renseigné	54
6615		254	589		p 135					4	1		t	1158		houbin	Non renseigné	87
6616		254	355		pp 132, 162, 17					4	1		t	1158		houbin	Non renseigné	166
6618		254	148		p 58					4	1		t	1158		houbin	Non renseigné	54
6620		254	148		p 56					4	1		t	1158		houbin	Non renseigné	54
6624		254	264		p 57					4	1		t	1158		houbin	Non renseigné	54
6625		254	239		p 56					4	1		t	1158		houbin	Non renseigné	54
6626		254	299		p 57					4	1		t	1158		houbin	Non renseigné	54
6628		254	517		p 57					4	1		t	1158		houbin	Non renseigné	54
6630		254	522		p 57					4	1		t	1158		houbin	Non renseigné	54
6631		254	264		p 57					4	1		t	1158		houbin	Non renseigné	54
6632		254	264		p 57					4	1		t	1158		houbin	Non renseigné	54
6633		254	239		p 57					4	1		t	1158		houbin	Non renseigné	54
6634		254	264		p 57					4	1		t	1158		houbin	Non renseigné	54
6636		254	323		p 58					4	1		t	1158		houbin	Non renseigné	54
6637		254	323		p 56					4	1		t	1158		houbin	Non renseigné	54
6638		254	355		p 57					4	1		t	1158		houbin	Non renseigné	54
6639		254	582		p 57					4	1		t	1158		houbin	Non renseigné	54
6640		254	323		p 57					4	1		t	1158		houbin	Non renseigné	54
6641		254	299		p 56					4	1		t	1158		houbin	Non renseigné	54
6642		254	299		p 57					4	1		t	1158		houbin	Non renseigné	54
6643		254	522		p 56					4	1		t	1158		houbin	Non renseigné	54
6645		254	582		p 57					4	1		t	1158		houbin	Non renseigné	54
6646		254	522		p 58					4	1		t	1158		houbin	Non renseigné	54
6650		254	36		p 53					4	1		t	1091		houbin	Non renseigné	54
6652		254	517		p 54					4	1		t	1091		houbin	Non renseigné	54
6653		254	239		p 54					4	1		t	1091		houbin	Non renseigné	54
6654		254	239		p 54					4	1		t	1091		houbin	Non renseigné	54
6655		254	456		p 53					4	1		t	1091		houbin	Non renseigné	54
6659		254	36		p 54					4	1		t	1091		houbin	Non renseigné	54
6661		254	522		p 54					4	1		t	1091		houbin	Non renseigné	54
6662		254	370		p 55					4	1		t	1091		houbin	Non renseigné	54
6663		254	355		p 53					4	1		t	1091		houbin	Non renseigné	54
6665		254	355		pp 132, 147, 16					4	1		t	1091		houbin	Non renseigné	166
6667		254	332		p 53					4	1		t	1091		houbin	Non renseigné	54
6668		254	370		p 54					4	1		t	1091		houbin	Non renseigné	54
6669		254	83		p 53					4	1		t	1091		houbin	Non renseigné	54
6670		254	522		p 53					4	1		t	1091		houbin	Non renseigné	54
6673		254	264		p 53					4	1		t	1091		houbin	Non renseigné	54
6677		254	456		p 53					4	1		t	1091		houbin	Non renseigné	54
6680		254	310	Vlès	p 54					4	1		t	1091		houbin	Non renseigné	54
6681		254	239		p 53					4	1		t	1091		houbin	Non renseigné	54
6687		254	355		p 53					4	1		t	1091		houbin	Non renseigné	54
6688		254	410	collection du Laboratoire de Roscoff	p 53					4	1		t	1091		houbin	Non renseigné	54
6691		254	238	collection du Laboratoire de Roscoff	p 10					4	1		t	1301		houbin	Non renseigné	54
6693		254	325	et al.	p 17					4	1		t	1092		houbin	Non renseigné	49
6695		254	148		p 59					4	1		t	1159		houbin	Non renseigné	54
6696		254	206		p 59					4	1		t	1159		houbin	Non renseigné	54
6699		254	197		p 16					4	1		t	1160		houbin	Non renseigné	49
6700		254	148		p 42					4	1		t	1231		houbin	Non renseigné	54
6702		254	522		p 58				niveau très bas	4	1		t	1160		houbin	Non renseigné	54
6703		254	148		p 58					4	1		t	1160		houbin	Non renseigné	54
6704		254	71		p 16					4	1		t	1160		houbin	Non renseigné	49
6705		254	148		p 58					4	1		t	1160		houbin	Non renseigné	54
6709		254	148		p 60					4	1		t	1163		houbin	Non renseigné	54
6714		254	148		p 68					4	1		t	1164		houbin	Non renseigné	54
6723		254	589		p 135					4	1		t	1166		houbin	Non renseigné	87
6728		254	79		p 13					4	1		t	1167		houbin	Non renseigné	49
6730		254	329		p 13					4	1		t	1167		houbin	Non renseigné	49
6731		254	325		p 43	commun				4	1		t	1167		houbin	Non renseigné	48
6732		254	244		p 13					4	1		t	1168		houbin	Non renseigné	49
6734		254	534		p 13					4	1		t	1168		houbin	Non renseigné	49
6735		254	329		p 13					4	1		t	1168		houbin	Non renseigné	49
6739		254	206		p 63					4	1		t	1168		houbin	Non renseigné	54
6740		254	517		p 63					4	1		t	1168		houbin	Non renseigné	54
6741		254	206		p 64					4	1		t	1168		houbin	Non renseigné	54
6747		254	264		p 68					4	1		t	1176		houbin	Non renseigné	54
6751		254	589		p 135					4	1		t	1176		houbin	Non renseigné	87
6754		254	180		p 15					4	1		t	1176		houbin	Non renseigné	49
6755		254	71		p 15					4	1		t	1176		houbin	Non renseigné	49
6760		254	589		p 135					4	1		t	1178		houbin	Non renseigné	87
6761		254	105		p 533	abondant				4	1		t	1179		houbin	Non renseigné	163
6762		254	469		p 533	présent				4	1		t	1179		houbin	Non renseigné	163
6763		254	277		p 533	abondant				4	1		t	1179		houbin	Non renseigné	163
6764		254	5		p 533	présent				4	1		t	1179		houbin	Non renseigné	163
6765		254	405		p 533	très abondant				4	1		t	1179		houbin	Non renseigné	163
6766		254	15		p 533	abondant				4	1		t	1179		houbin	Non renseigné	163
6768		254	589		p 136					4	1		t	1180		houbin	Non renseigné	87
6769		254	589		p 136					4	1		t	1181		houbin	Non renseigné	87
6774		254	329		p 15					4	1		t	1184		houbin	Non renseigné	49
6777		254	148		p 69					4	1		t	1184		houbin	Non renseigné	54
6778		254	83		p 15					4	1		t	1184		houbin	Non renseigné	49
6785		254	83	et al.	p 26					4	1		t	1187		houbin	Non renseigné	49
6786		254	589		p 136					4	1		t	1187		houbin	Non renseigné	87
6789		254	355		p 139, 143, 147					4	1		t	1187		houbin	Non renseigné	166
6791		254	356	et al.	p 26					4	1		t	1187		houbin	Non renseigné	49
6792		254	259		p 71					4	1		t	1187		houbin	Non renseigné	54
6794		254	79		p 71					4	1		t	1187		houbin	Non renseigné	54
6796		254	259		p 71					4	1		t	1187		houbin	Non renseigné	54
6797		254	329	collection du Laboratoire de Roscoff	p 71					4	1		t	1187		houbin	Non renseigné	54
6807		254	325	collection du Laboratoire de Roscoff	p 46					4	1		t	1192		houbin	Non renseigné	54
6811		254	589	VILLOT, été 1874	p 480					4	1	parasité par Cercaria hymenocera Villot	t	1196		houbin	Non renseigné	229
6812		254	589		pp 112, 136					4	1		t	1196		houbin	Non renseigné	87
6820		254	416	collection du Laboratoire de Roscoff	p 72					4	1		t	1196		houbin	Non renseigné	54
6824		254	323		p 72					4	1		t	1200		houbin	Non renseigné	54
6825		254	148	Vlès	p 72					4	1		t	1200		houbin	Non renseigné	54
6827		254	589		pp 103, 136					4	1		t	1200		houbin	Non renseigné	87
6829		254	329	et al.	p 25					4	1		t	1200		houbin	Non renseigné	49
6935		254	83		p 43					4	1		t	1229		houbin	Non renseigné	54
6936		254	370	Pérez	p 43					4	1		t	1229		houbin	Non renseigné	54
6833		254	517	et al.	p 25					4	1		t	1200		houbin	Non renseigné	49
6835		254	497							4	1	rapporté par des pêcheurs	t	1201		houbin	Non renseigné	49
6837		254	286	MM. CROUAN	p 351	rare				4	1		t	1201		houbin	Non renseigné	53
6838		254	325		p 45	rare				4	1		t	1201		houbin	Non renseigné	48
6841		254	425		p 45					4	1		t	1202		houbin	Non renseigné	54
6843		254	239		p 45					4	1		t	1202		houbin	Non renseigné	54
6845		254	370		p 45					4	1		t	1202		houbin	Non renseigné	54
6846		254	462	et al.	p 20					4	1		t	1202		houbin	Non renseigné	49
6847		254	534	et al.	p 20					4	1		t	1202		houbin	Non renseigné	49
6851		254	410		p 45					4	1		t	1202		houbin	Non renseigné	54
6853		254	148		p 46					4	1	vivant en compagnie de l'arctica typique	t	1203		houbin	Non renseigné	54
6858		254	244		p 24					4	1		t	1206		houbin	Non renseigné	49
6861		254	148		p 74					4	1		t	1208		houbin	Non renseigné	54
6863		254	416		p 73					4	1		t	1208		houbin	Non renseigné	54
6864		254	81		p 25					4	1		t	1208		houbin	Non renseigné	49
6867		254	148		p 25					4	1		t	1208		houbin	Non renseigné	49
6873		254	79		p 49					4	1		t	1212		houbin	Non renseigné	54
6875		254	79		p 48					4	1		t	1213		houbin	Non renseigné	54
6885		254	425	Vlès	p 76					4	1		t	1219		houbin	Non renseigné	54
6886		254	383	collection du Laboratoire de Roscoff	p 76					4	1		t	1219		houbin	Non renseigné	54
6887		254	79		p 76					4	1		t	1219		houbin	Non renseigné	54
6888		254	355	et al.	p 24					4	1		t	1219		houbin	Non renseigné	49
6900		254	589		pp 106, 135					4	1		t	1226		houbin	Non renseigné	87
6901		254	379		p ?					4	1	D§F, 1925, p 39	t	1226		houbin	Non renseigné	204
6902		254	206		p 40					4	1		t	1226		houbin	Non renseigné	54
6903		254	462	Pérez	p 39					4	1		t	1226		houbin	Non renseigné	54
6904		254	462	P.H. Fischer	p 39					4	1		t	1226		houbin	Non renseigné	54
6905		254	410		p 40					4	1		t	1226		houbin	Non renseigné	54
6906		254	206		p 39					4	1		t	1226		houbin	Non renseigné	54
6909		254	148		p 40					4	1		t	1226		houbin	Non renseigné	54
6910		254	462	Pérez	p 40					4	1		t	1226		houbin	Non renseigné	54
6911		254	462	P.H. Fischer	p 40					4	1		t	1226		houbin	Non renseigné	54
6912		254	148		p 39					4	1		t	1226		houbin	Non renseigné	54
6913		254	462	Dehorne	p 39					4	1		t	1226		houbin	Non renseigné	54
6915		254	83		p 39					4	1		t	1226		houbin	Non renseigné	54
6919		254	323		p 41					4	1		t	1227		houbin	Non renseigné	54
6920		254	522		p 41					4	1		t	1227		houbin	Non renseigné	54
6921		254	589		p 135					4	1		t	1227		houbin	Non renseigné	87
6922		254	82		p 102					4	1	confondu avec Trophon muricatus ?	t	1227		houbin	Non renseigné	204
6924		254	83		p 41					4	1		t	1227		houbin	Non renseigné	54
6925		254	517	Pérez	p 41					4	1		t	1227		houbin	Non renseigné	54
6926		254	517	Durouchoux	p 41					4	1		t	1227		houbin	Non renseigné	54
6927		254	148		p 41					4	1		t	1227		houbin	Non renseigné	54
6928		254	329	Lwoff	p 41					4	1		t	1227		houbin	Non renseigné	54
6932		254	148		p 43					4	1		t	1229		houbin	Non renseigné	54
6933		254	462	Pérez	p 43					4	1		t	1229		houbin	Non renseigné	54
6937		254	323		p 43					4	1		t	1229		houbin	Non renseigné	54
6938		254	462	Pérez	p 43					4	1		t	1229		houbin	Non renseigné	54
6939		254	370	Weil	p 43					4	1		t	1229		houbin	Non renseigné	54
6940		254	264		p 43					4	1		t	1229		houbin	Non renseigné	54
6941		254	299		p 43					4	1		t	1229		houbin	Non renseigné	54
6942		254	365		p 43					4	1		t	1229		houbin	Non renseigné	54
6943		254	206		p 43					4	1		t	1229		houbin	Non renseigné	54
6944		254	589		p 135					4	1		t	1229		houbin	Non renseigné	87
6945		254	264		p 43					4	1		t	1229		houbin	Non renseigné	54
6947		254	36		p 43					4	1		t	1229		houbin	Non renseigné	54
6948		254	323		p 43					4	1		t	1229		houbin	Non renseigné	54
6949		254	370		p 44					4	1		t	1229		houbin	Non renseigné	54
6950		254	370		p 43					4	1		t	1229		houbin	Non renseigné	54
6951		254	522		p 43					4	1		t	1229		houbin	Non renseigné	54
6952		254	160		p 43					4	1		t	1229		houbin	Non renseigné	54
6955		254	206		p 43					4	1		t	1229		houbin	Non renseigné	54
6956		254	206		p 42					4	1		t	1229		houbin	Non renseigné	54
6958		254	517		p 43					4	1		t	1229		houbin	Non renseigné	54
6959		254	462	Weil	p 43					4	1		t	1229		houbin	Non renseigné	54
6960		254	239		p 43					4	1		t	1229		houbin	Non renseigné	54
6961		254	206		p 43					4	1		t	1229		houbin	Non renseigné	54
6962		254	247	A. Bavay	p 44					4	1		t	1229		houbin	Non renseigné	54
6963		254	462	Weil	p 43					4	1		t	1229		houbin	Non renseigné	54
6964		254	329	Lwoff	p 35					4	1		t	1230		houbin	Non renseigné	54
6965		254	410		p 35					4	1		t	1230		houbin	Non renseigné	54
6968		254	206		p 35					4	1		t	1230		houbin	Non renseigné	54
6969		254	83		p 35					4	1		t	1230		houbin	Non renseigné	54
6970		254	323		p 35					4	1		t	1230		houbin	Non renseigné	54
6972		254	239		p 35					4	1		t	1230		houbin	Non renseigné	54
6974		254	537	collection du Laboratoire de Roscoff	p 35					4	1	ramené par les pêcheurs de Raies	t	1131		houbin	Non renseigné	54
6975		254	182	Vlès	p 35				60 m	4	1		t	1131		houbin	Non renseigné	54
6976		254	180	Coll du Lab.	p 356	très rare				4	1	n'y existait plus en 1922 (D§F, p 35)	t	1132		houbin	Non renseigné	53
6977		254	206		p 37					4	1		t	1133		houbin	Non renseigné	54
6979		254	410	Dehorne	p 37					4	1		t	1133		houbin	Non renseigné	54
6980		254	160		p 37					4	1		t	1133		houbin	Non renseigné	54
6981		254	589		p 135					4	1		t	1133		houbin	Non renseigné	87
6983		254	206		p 37					4	1		t	1133		houbin	Non renseigné	54
6985		254	517	Pérez	p 37					4	1		t	1133		houbin	Non renseigné	54
6986		254	148		p 37					4	1		t	1133		houbin	Non renseigné	54
6987		254	416	Pérez	p 37					4	1		t	1133		houbin	Non renseigné	54
6988		254	469		p 538					4	1		t	1275		houbin	Non renseigné	163
6991		254	355	Prenant	p 28					4	1	fréquemment parasité par Cercaria fascicularis Villot	t	1135		houbin	Non renseigné	49
6992		254	160		p 36					4	1		t	1135		houbin	Non renseigné	54
6993		254	79		p 36					4	1		t	1135		houbin	Non renseigné	54
6994		254	323		p 36					4	1		t	1135		houbin	Non renseigné	54
6995		254	355	VILLOT, été 1874	p 480					4	1	parasité par Cercaria fascicularis Villot	t	1135		houbin	Non renseigné	229
6996		254	355		p 179					4	1		t	1135		houbin	Non renseigné	166
6997		254	589		p 135					4	1		t	1135		houbin	Non renseigné	87
6998		254	410		p 36					4	1		t	1135		houbin	Non renseigné	54
6999		254	323		p 37	abondant				4	1		t	1135		houbin	Non renseigné	54
7000		254	206		p 36					4	1		t	1135		houbin	Non renseigné	54
7001		254	522		p 36					4	1		t	1135		houbin	Non renseigné	54
7003		254	148		p 36					4	1		t	1135		houbin	Non renseigné	54
7004		254	239		p 36					4	1		t	1135		houbin	Non renseigné	54
7008		254	79		p 33					4	1		t	1138		houbin	Non renseigné	54
7009		254	589		p 135					4	1		t	1138		houbin	Non renseigné	87
7011		254	71		p 29					4	1		t	1139		houbin	Non renseigné	49
7012		254	329		p 29					4	1		t	1139		houbin	Non renseigné	49
7014		254	178	Coll. Ph. D., ex. Nicollon	p 33					4	1		t	1101		houbin	Non renseigné	54
7015		254	148	Vlès	p 33					4	1		t	1101		houbin	Non renseigné	54
7016		254	63	Vlès	p 33					4	1		t	1101		houbin	Non renseigné	54
7017		254	390	Vlès	p 33					4	1		t	1101		houbin	Non renseigné	54
7019		254	405		p 537					4	1		t	1108		houbin	Non renseigné	163
7020		254	469		p 537					4	1		t	1108		houbin	Non renseigné	163
7021		254	347		p 537					4	1		t	1108		houbin	Non renseigné	163
7022		254	497		p 537	commun				4	1		t	1109		houbin	Non renseigné	163
7023		254	469		p 101				20-40 m	2	8		t	1095		houbin	Non renseigné	54
7025		254	383		p 101				20-40 m	2	8		t	1095		houbin	Non renseigné	54
7027		254	277		p 5					2	8		t	1095		houbin	Non renseigné	49
7028		254	405		p 537	abondant				4	1		t	1109		houbin	Non renseigné	163
7029		254	347		p 537	abondant				4	1		t	1109		houbin	Non renseigné	163
7031		254	79		p 537	commun				4	1		t	1109		houbin	Non renseigné	163
7032		254	410	Dehorne	p 32					4	1		t	1110		houbin	Non renseigné	54
7033		254	329	et al.	p 30					4	1		t	1110		houbin	Non renseigné	49
7036		254	178		p 32					4	1		t	1110		houbin	Non renseigné	54
7037		254	206		p 32					4	1		t	1110		houbin	Non renseigné	54
7041		254	323		p 535	commun				4	1		t	1117		houbin	Non renseigné	163
7045		254	277		p 538	rare				4	1	juvéniles et adultes récoltés ensemble	t	1122		houbin	Non renseigné	163
7047		254	405		p 538	présent				4	1		t	1130		houbin	Non renseigné	163
7050		254	277		p 538	présent				4	1		t	1130		houbin	Non renseigné	163
7051		254	394		p 538	présent				4	1		t	1130		houbin	Non renseigné	163
7052		254	383		p 102				20-40 m	2	8		t	1098		houbin	Non renseigné	54
7054		254	497		p 538	présent				4	1		t	1130		houbin	Non renseigné	163
7056		254	405		p 88	commun				4	1		t	1233		houbin	Non renseigné	164
7057		254	469		p 102				20-40 m	2	8		t	1098		houbin	Non renseigné	54
7058		254	442		p 88	commun				4	1		t	1233		houbin	Non renseigné	164
7061		254	497		p 88	présent				4	1		t	1233		houbin	Non renseigné	164
7062		254	405		p 102				20-40 m	2	8		t	1098		houbin	Non renseigné	54
7063		254	277		p 88	commun				4	1		t	1233		houbin	Non renseigné	164
